ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_next_month
213,50000,2,2,1,59,-2,-1,0,-1,-2,0,2288,24550,3602,12626,8703,2955,1403,6341,985,5837,2929,1156,0
214,200000,1,3,2,34,-1,-1,0,-2,0,-2,18572,24276,74560,648,43687,56841,5673,10535,23689,186,9915,20570,0
215,200000,2,2,2,69,0,0,-2,0,-1,-2,2449,106006,30366,4396,75950,61329,975,36155,13001,1435,20644,29032,0
216,200000,1,1,1,63,0,-1,0,-2,-1,-1,69837,3121,78660,3703,3351,28417,25296,898,21985,1525,1414,5512,0
217,20000,2,2,3,30,-1,-1,0,-1,0,0,4888,2882,8174,3168,2420,8147,1509,854,1809,702,490,1992,0
218,20000,1,2,2,51,2,0,0,0,1,2,13005,2657,7962,6529,5084,3732,3284,768,2647,1854,1562,950,0
219,300000,1,4,2,39,3,0,3,3,2,1,148620,28090,232890,139713,175214,102952,10961,6902,38261,25447,28791,19306,1
220,80000,2,2,2,51,-2,-2,-1,0,-2,0,8535,10336,4651,21288,9080,14416,3081,2177,857,6916,2688,4884,0
221,50000,2,2,1,49,0,0,1,2,0,-1,9504,20685,25531,21506,24258,9847,2433,4166,5375,5996,8491,1718,0
222,80000,1,2,2,36,1,-1,1,0,0,0,28047,0,36179,44080,25310,22337,9921,0,12287,10074,5202,4082,0
223,120000,2,2,1,54,1,-2,-1,-2,0,-2,23879,5118,24026,5183,0,2193,4653,1709,7840,1673,0,641,0
224,500000,2,2,2,34,-2,-1,-2,-2,2,-2,10454,145172,9165,14964,194361,205892,2777,31557,1922,5163,57306,80065,0
225,50000,1,1,2,67,-2,-1,-2,-2,-2,-2,4043,882,7591,3720,3982,10237,1086,336,2251,2093,2279,4979,0
226,300000,2,1,2,69,-1,-1,1,2,1,0,26269,84307,6634,120626,4061,136713,10072,27409,1397,12192,631,30917,0
227,20000,2,1,2,29,0,2,0,0,0,0,0,6857,5599,7264,5709,11448,0,1210,1094,1942,1635,2396,1
228,120000,1,2,2,58,2,1,-2,0,-1,-2,60003,27365,3475,14134,3855,14636,4517,4905,827,4165,1021,4265,0
229,120000,1,3,1,68,-1,-2,-1,-1,-2,-2,39625,26841,0,3238,1588,4481,15698,9431,0,790,583,1483,0
230,20000,1,2,1,27,-1,-2,-2,-2,-1,-2,0,6070,869,10215,0,7614,0,2579,294,4162,0,2342,0
231,20000,2,2,1,58,0,-1,-1,-1,-1,0,3151,5050,9921,3613,42,4513,744,829,3407,881,15,1395,0
232,80000,2,3,2,68,0,0,-1,-1,-2,-1,34278,17203,12290,26926,17952,23018,9020,2747,1660,8354,7374,8519,0
233,500000,1,1,2,32,1,1,1,-2,1,-1,297268,296907,11385,10201,175080,14054,46771,48174,4575,2627,55171,5088,1
234,120000,2,1,2,50,-1,-2,0,-2,-1,-1,30802,16807,7202,21671,7989,14381,5521,4113,1397,5427,2266,5449,0
235,300000,2,3,1,61,-2,-2,-2,-1,-1,-2,4859,31512,9893,6357,24218,44644,2016,7367,3734,1799,8683,18878,0
236,200000,1,3,2,38,-1,-2,-1,-2,-2,-1,34864,0,16653,4204,4665,24728,12800,0,5892,1306,901,8339,0
237,80000,2,2,2,33,1,2,1,-2,-1,2,46469,54027,4560,2283,7848,13962,11584,11165,595,814,1268,2896,0
238,200000,2,1,3,41,-1,2,0,0,0,1,10282,85161,103148,5065,107377,64319,3539,15281,26718,1518,38088,10360,0
239,20000,2,3,2,38,1,3,1,3,1,3,19470,19043,5884,5167,6903,3228,2120,3632,1894,1560,1948,707,1
240,20000,2,3,2,57,2,1,2,-1,-1,-1,5293,6849,10932,11526,0,5508,1332,1632,1301,2985,0,1579,0
241,200000,1,2,2,39,0,2,-1,-1,-1,-2,56916,88250,39647,64631,22448,19021,17819,13148,16655,9661,6575,6160,0
242,200000,1,1,1,40,3,-1,1,0,0,1,139300,75246,65103,56183,17047,75904,29306,21078,2023,8905,4810,22373,0
243,50000,1,2,1,69,2,0,1,0,-1,0,27421,15546,1254,24600,6653,9066,6721,4616,304,5942,1706,2187,1
244,80000,2,3,2,50,1,-1,2,0,0,-1,32829,1105,57894,14831,17190,0,10654,240,14664,2698,6530,0,1
245,120000,1,3,2,68,2,0,2,2,1,0,25133,0,41804,38972,60022,81607,5044,0,7081,9305,13695,14674,0
246,300000,2,2,1,57,3,3,0,0,0,0,146652,124318,48172,50492,95788,61691,26402,0,16597,6305,25635,14136,1
247,120000,2,2,1,66,0,-1,-2,-2,-1,-1,42791,1718,25325,17887,14617,14426,7411,536,7617,4532,4892,4287,0
248,80000,1,2,2,30,-2,-1,-1,-1,-1,0,2111,7744,5822,5214,462,12197,854,2635,1863,1143,183,4134,0
249,80000,2,2,1,68,1,-2,0,-1,-2,-1,36607,11473,15016,23498,1591,24822,7010,3126,5229,5990,559,8557,0
250,80000,1,2,1,69,1,0,-2,-2,0,0,31999,10322,20311,0,10955,32503,6312,3767,5004,0,3233,4748,0
251,120000,1,1,2,23,0,0,0,0,1,-2,42940,87213,34511,52412,66657,1862,10618,32397,10945,14379,32840,616,0
252,300000,2,1,2,39,-2,1,-1,-2,-1,0,57030,32353,3579,31368,102366,91247,15068,8466,965,11571,19659,24626,0
253,80000,1,3,1,42,0,3,0,2,1,-1,69744,49920,13214,46923,19730,6181,18933,15200,4383,9268,4469,1134,1
254,50000,1,1,1,42,3,0,2,-1,0,-1,43123,11105,14276,0,20438,26169,10389,2397,1970,0,6571,7340,1
255,50000,2,1,1,60,2,2,3,2,2,2,14279,14340,9651,1825,29065,36433,1728,4020,2439,361,8532,3377,0
256,200000,2,3,1,56,1,1,1,-2,-1,-2,149355,67067,13540,8267,7212,12718,36393,24005,0,1986,1437,4866,0
257,200000,2,2,2,31,0,-1,3,0,-1,0,120,83273,107831,27597,12734,5901,39,18622,9788,8749,5821,1251,1
258,20000,1,1,2,52,0,1,-1,0,0,-2,3218,10737,2106,4864,7848,10816,262,2696,999,1186,1760,3142,0
259,20000,1,2,1,70,3,-2,1,2,1,0,9359,5856,7356,6646,14845,5464,3026,1356,2121,198,2787,1412,1
260,120000,1,3,2,43,1,1,0,2,2,0,34106,24113,2656,46663,107329,72658,7095,7518,528,6881,30477,30080,0
261,20000,1,2,2,68,-2,-2,-1,-2,-2,-2,5094,1271,3383,0,2112,4061,1401,614,766,0,934,1201,0
262,200000,2,2,1,54,1,1,-1,0,0,3,66185,105989,47049,52814,102364,120100,16647,21329,12841,14600,28655,11981,0
263,50000,1,2,1,68,2,1,1,1,2,1,34820,23877,15507,1332,38690,16813,5432,5784,3590,376,11143,5659,0
264,20000,2,1,2,67,2,2,0,2,1,1,4137,4693,2530,9494,10752,3132,845,793,657,1230,2999,692,0
265,300000,1,2,2,21,1,1,1,0,0,2,101618,125160,157615,66295,184585,150055,18807,55619,53560,17883,39203,22585,0
266,50000,2,1,2,61,1,0,2,1,1,0,33492,14804,14099,21817,23718,24436,11224,3069,5316,7050,6005,7151,1
267,50000,1,2,1,30,-1,0,-2,-1,-1,0,12768,24955,7360,0,0,9424,6763,5166,2484,0,0,2805,0
268,20000,1,1,2,63,-2,0,-2,-2,-2,0,3655,5904,7448,513,0,296,1490,1916,2783,185,0,76,0
269,20000,1,1,1,62,-2,-2,0,-2,1,-1,5411,0,9516,4024,7931,14860,1980,0,2402,1382,2158,3769,0
270,20000,2,1,1,34,-2,-1,0,-2,-1,-2,5018,0,9223,0,0,2482,1534,0,1850,0,0,999,1
271,20000,2,3,2,24,2,1,4,0,2,2,5603,10901,11614,8562,6234,4607,1652,4402,2271,2597,1795,1018,0
272,50000,2,1,2,42,0,2,1,1,0,1,0,29939,7240,10967,14609,8284,0,7763,1812,3039,6040,2683,0
273,20000,1,1,1,36,-1,1,0,1,0,0,1686,2746,5155,10378,8420,8780,574,877,1951,2437,2931,2596,1
274,120000,2,1,1,49,-1,2,1,2,-2,0,23835,63666,63811,60827,2284,38313,6516,17093,11975,7577,801,8974,0
275,120000,2,2,2,25,1,1,-1,-1,-1,0,60748,5224,36853,1477,44201,13463,8777,1716,11496,458,8029,3842,0
276,80000,2,2,1,23,1,0,0,0,2,-2,17830,4047,1169,9283,38318,8361,4064,1302,189,2695,8421,2768,0
277,50000,2,3,1,43,-2,-2,-1,-2,-1,-2,1382,859,0,8800,14989,11151,374,231,0,2522,6997,3388,0
278,80000,2,2,1,60,0,0,-2,-2,-2,1,10267,25692,19930,5909,7738,43262,4086,5502,7458,1908,2277,4934,0
279,300000,2,2,1,37,0,0,-2,-1,-2,-2,31860,112377,19673,72971,90426,12169,6998,40194,5868,22622,33225,3716,0
280,300000,2,2,2,37,0,-1,-2,0,-1,-2,40555,4105,13590,152104,91127,63578,10933,1128,4849,51587,20281,19287,0
281,20000,2,1,1,29,1,0,-1,1,-1,-2,0,5419,9917,4719,4038,9214,0,2099,3356,2030,1391,3742,1
282,50000,1,3,2,35,-1,0,-1,-1,-2,0,2681,11467,0,20099,2814,11506,579,3877,0,6397,976,2285,0
283,50000,1,3,2,36,-2,-1,-2,-1,-2,-1,4378,1111,3617,4036,6238,15793,1772,244,891,1443,2117,5003,1
284,50000,1,1,1,34,0,1,-1,-2,-1,0,6003,20982,0,5222,3878,21521,1635,3214,0,2076,1226,2453,1
285,120000,1,2,2,38,-2,-2,-1,-2,-2,-2,34003,6355,12809,9669,30608,8012,18275,1560,3471,3548,14841,4577,0
286,80000,1,1,1,35,-2,-1,-2,-2,-2,-1,0,34975,37570,0,390,7787,0,13213,16249,0,115,2803,0
287,20000,2,2,2,55,0,-1,-2,0,-1,-1,10937,7813,0,70,7353,7122,3123,3188,0,13,1975,2018,0
288,80000,2,3,2,38,0,-1,-2,0,-2,-2,46476,31839,1340,7501,4970,7769,14377,9037,486,1868,1800,2440,0
289,80000,2,3,2,59,1,-2,0,-1,1,1,44021,202,7502,3081,15944,20535,10468,70,2484,730,4947,3036,0
290,20000,2,2,1,51,-2,-1,1,-1,-1,-1,5164,7205,3921,4576,4611,0,1383,2454,1174,1136,1959,0,0
291,200000,1,2,2,53,0,-2,-2,-2,-1,-2,96758,5983,8111,66830,79078,2081,15969,2513,2402,16314,26353,611,0
292,20000,1,2,2,50,0,-1,1,0,-2,-2,6465,0,6752,4634,4822,4301,1264,0,1962,1527,1120,843,0
293,300000,2,1,1,68,-1,-2,-2,-2,-2,-2,103132,1722,99578,24357,2943,40997,43520,662,48632,4534,1047,15493,0
294,20000,2,2,1,34,1,4,0,-1,2,0,12761,15730,8603,682,17581,0,3388,2110,2938,254,3099,0,1
295,300000,2,2,1,71,1,0,-2,1,-1,0,51976,85727,14694,71635,69746,76702,14967,13307,4748,24884,21445,29439,0
296,300000,2,3,1,31,-2,-2,-2,-1,-2,-1,71555,60766,4696,68648,24262,10160,29550,27918,913,25630,8403,4504,0
297,500000,1,4,1,28,-2,0,0,-1,-1,0,251074,148240,105224,108761,25305,10275,83856,45256,17677,25706,7307,4279,0
298,200000,2,1,2,63,2,0,1,-2,-2,0,86013,23767,74826,45180,2856,81095,13895,6291,19230,16974,1076,20360,0
299,200000,2,1,3,66,-2,-1,0,-2,1,-2,5733,15567,49311,8997,85449,0,2932,3960,10300,3460,18470,0,0
300,120000,2,1,1,25,2,1,2,2,0,0,57475,48222,66102,41580,2138,15214,14510,9082,7293,3662,450,3044,1
301,200000,2,1,2,51,0,-2,-2,-2,-1,-2,2577,3352,154,86463,6257,77635,378,785,63,37961,1690,32441,0
302,20000,1,2,2,47,1,1,0,0,1,1,6592,8328,13944,8105,12773,7529,689,1291,5191,2280,2427,3136,0
303,80000,1,3,2,32,-1,0,-2,-1,0,-1,13247,13445,3329,21802,35539,0,4967,2755,881,8622,11309,0,0
304,80000,1,2,2,47,1,1,1,-1,2,-1,29370,45215,8403,0,46398,20851,5119,9069,3087,0,13658,5081,0
305,300000,2,2,2,55,0,0,-1,0,-2,-2,71489,40764,96634,82932,2157,50553,19272,15725,25873,29406,781,15180,0
306,80000,2,2,2,50,0,0,-1,-2,0,-1,19602,24579,6762,19147,10085,26958,2057,8054,2232,8017,2323,9806,0
307,80000,2,2,1,47,-1,-1,-1,0,0,-1,9351,10802,11393,25870,42858,4164,2599,2608,2003,12235,6495,1451,0
308,120000,2,3,1,66,-2,-2,-1,-2,-2,-2,7763,28400,6322,21912,0,11221,3283,6318,2423,6341,0,4154,0
309,50000,1,2,2,32,-1,1,-1,0,-1,0,13825,42238,7227,8829,3006,10358,3762,7248,1350,710,1299,3130,0
310,20000,2,2,1,52,-1,-1,0,0,1,1,2914,7146,7637,1228,2637,3858,645,3077,1197,420,690,908,0
311,80000,1,3,1,37,-2,-2,-2,-1,-2,-1,44,29183,2474,3667,0,3095,14,11763,899,876,0,924,0
312,80000,2,2,1,70,1,-1,2,1,0,0,32749,5439,77072,33076,3157,9899,8114,1634,6294,10537,637,2059,1
313,50000,1,1,2,33,0,-1,1,0,3,2,3522,5633,24073,7521,25462,30241,886,1766,5577,1422,4641,6648,0
314,80000,2,2,1,65,-1,0,0,-1,-1,-1,25451,16789,39986,23834,16875,13651,4803,6239,6770,8846,4754,3333,0
315,80000,2,2,2,53,0,-1,-2,-2,0,0,17110,6899,0,3760,14676,22002,5329,2160,0,1185,4609,7204,0
316,50000,1,2,1,31,1,2,0,-1,2,1,26710,35655,23754,3926,21302,22636,5317,13950,8179,1452,7046,6493,1
317,80000,2,3,2,59,-2,1,-1,1,1,0,5232,31614,1523,27427,43539,8374,1904,7952,375,7531,13106,1934,0
318,120000,2,2,2,33,0,1,1,1,0,-1,28535,33612,14979,12544,69793,33191,5760,5729,4468,3779,25977,8406,0
319,50000,1,2,2,34,3,2,1,0,1,0,32236,16375,11663,2113,10274,16212,8854,791,2132,724,2008,3899,0
320,500000,1,3,1,38,0,1,1,-2,-1,-2,204420,349093,116483,119111,148241,71578,68889,97866,35986,46437,42647,23531,1
321,300000,2,2,1,55,1,2,1,2,2,1,111943,137555,87891,125715,134656,116365,24205,26579,22344,14810,17682,42395,0
322,80000,1,2,2,40,-1,2,0,-2,-1,-2,14225,37873,518,386,30370,683,4827,5113,196,178,9046,113,1
323,50000,1,1,2,50,1,3,0,-2,0,-1,14698,33846,20927,0,10725,9573,5524,7796,4756,0,3823,3860,0
324,80000,2,2,2,49,1,1,2,-1,0,0,3820,46015,5330,17967,50075,25618,1295,12267,1073,6394,7416,11543,1
325,300000,2,2,2,31,-2,-1,-2,-1,-2,-2,10209,16547,38655,8194,5333,5244,4805,4604,14781,2361,2507,1389,0
326,120000,1,1,2,32,0,0,0,2,0,3,1564,46631,20662,65290,38211,61059,513,14197,8335,18252,10239,10024,0
327,200000,2,2,1,36,-1,-2,-2,0,-2,-1,9201,25563,63499,7065,7546,45330,2499,8666,22560,2112,1775,13358,0
328,80000,2,1,2,32,0,2,0,0,-2,2,3387,33689,18871,19386,0,47527,1107,9565,3787,6184,0,11061,0
329,120000,2,1,2,67,2,1,1,0,1,2,45082,38137,43648,46252,30772,96044,15595,9619,4567,9752,7331,9771,0
330,50000,2,2,2,40,-2,-2,0,-1,0,-2,1323,2816,18517,4054,870,2834,527,899,4739,1580,332,552,0
331,200000,1,1,1,41,-1,-2,0,-1,-2,-1,43830,43354,9041,21493,28370,81451,10906,19494,2511,7218,7312,26612,0
332,50000,1,2,1,55,0,-1,-1,1,0,1,16600,10902,12546,25792,11658,42542,4735,2502,1812,3028,1455,1580,0
333,120000,2,2,1,61,-1,-2,-2,-2,-2,-2,17113,4490,22894,1360,2383,32249,6431,1065,8042,397,573,10689,0
334,300000,2,2,1,56,2,2,0,2,1,1,206546,101167,84136,130517,180377,240354,46216,16402,28793,31242,36813,89447,0
335,20000,2,1,1,49,-2,-1,0,-2,0,-2,11865,9671,11216,3021,2492,1899,4877,1665,1881,1250,678,650,0
336,120000,2,2,2,70,2,1,3,0,2,0,71135,47993,56330,22116,72644,36439,11413,5858,6767,7561,14352,13094,0
337,20000,1,1,2,66,1,-1,-1,-2,0,-2,11305,0,4271,108,16478,4124,2575,0,558,28,3665,1430,1
338,200000,2,2,1,31,-1,-2,-1,-2,-1,-2,34733,9025,56346,42720,43858,6004,11888,3201,15337,15399,11057,2312,0
339,20000,1,2,2,29,0,-1,1,1,0,0,9076,2895,4417,3310,0,3849,2823,850,840,561,0,873,0
340,300000,2,2,1,41,-1,-1,-2,1,-1,-2,8163,10931,1508,129226,19617,9614,2158,3883,628,29177,8122,3949,0
341,20000,2,2,1,63,1,0,-2,1,1,0,0,5338,3585,7626,8897,6440,0,1294,1208,1395,2254,2399,0
342,500000,2,3,2,70,1,-2,-1,1,1,0,6435,90199,117208,123611,240528,119224,93,17872,41286,34318,86402,17088,0
343,200000,2,1,2,56,1,-1,-1,0,-1,0,55544,38438,65122,56925,22364,6123,13400,14404,24676,20935,6556,1655,0
344,120000,2,3,1,56,-2,0,1,-1,-2,-2,32129,48402,35519,5540,8125,636,11715,13231,14995,2455,1854,255,0
345,200000,1,3,2,32,0,1,2,1,1,0,58268,8023,117617,139841,49581,85429,15349,2413,25852,37032,8592,19823,0
346,200000,1,2,2,51,2,3,0,2,2,-1,79831,68450,106565,22364,109224,60248,16988,15404,21460,3874,15813,8590,0
347,500000,1,1,2,30,1,0,2,1,0,2,229327,206955,320754,163535,199626,306459,85558,75866,43182,17329,63815,3100,0
348,50000,1,1,3,48,0,0,1,-2,-2,-1,10360,14725,12095,0,21836,809,2489,3079,3316,0,7256,230,0
349,120000,1,3,1,30,-1,-2,0,0,0,-1,0,693,37572,4133,55382,3465,0,176,12107,1540,10696,877,0
350,20000,1,1,1,24,-1,-2,-1,-1,-1,0,2571,1897,10790,0,8207,1069,1156,650,3636,0,2238,288,0
351,120000,2,3,2,70,0,1,1,-1,3,0,46469,58388,56889,0,100088,905,9158,13606,10715,0,15305,313,0
352,50000,2,2,2,66,-2,-2,0,-2,-2,0,18099,0,17077,0,9005,4953,8897,0,6729,0,3503,1387,0
353,120000,2,2,1,55,-2,1,-2,-2,-2,-2,0,23387,43258,687,2692,6636,0,6686,14834,260,1062,3213,0
354,120000,2,2,1,52,-1,-2,-2,0,-1,-2,51724,0,32848,3014,40444,27826,15009,0,9104,858,16256,4552,0
355,80000,1,1,1,33,-1,-2,-1,0,-2,-1,8716,21850,23987,27157,7027,221,977,5524,10090,5147,2393,71,0
356,80000,1,2,1,50,1,1,0,1,1,1,60285,33648,9885,19542,22312,5623,21476,6344,4227,2728,9525,1170,0
357,200000,1,3,1,59,0,2,-1,1,0,0,28033,146214,595,75400,86317,16164,11819,11814,264,24414,37730,4840,0
358,200000,1,1,3,48,1,0,-2,-1,-2,-2,99467,5420,45205,11400,3055,379,18841,1163,11186,4803,1133,113,0
359,80000,2,3,1,35,1,-2,-2,-2,-1,-1,30865,7611,3258,0,4241,5897,12088,2775,1613,0,1299,1826,0
360,120000,2,4,2,40,-2,-1,-2,-1,-2,-2,44950,19,0,33390,3632,472,9653,6,0,13145,1693,183,0
361,300000,1,1,1,63,-1,-1,1,-2,-2,-2,117835,140999,139180,75026,4642,11056,39867,51655,26368,29027,1526,3677,0
362,20000,1,2,1,33,3,-2,3,0,2,1,8078,12069,17348,12968,6557,10845,1298,4962,3491,3453,1583,2939,1
363,20000,1,1,2,70,-1,-1,-1,-1,-1,-2,845,4339,0,7426,6567,0,175,1564,0,2442,1486,0,0
364,20000,1,2,1,59,-2,-2,-1,-2,0,-1,12281,0,7915,0,6534,6110,4052,0,2110,0,1556,1731,0
365,120000,2,4,1,66,3,2,1,1,1,1,69660,28975,25838,33195,38779,78486,12018,4315,5378,6608,11738,18272,0
366,80000,2,3,2,46,0,-1,-2,0,-2,-1,30422,8956,9978,12050,14461,20419,5622,3752,3592,3212,5082,9437,0
367,200000,2,3,1,32,3,2,1,1,-1,1,82289,100129,116303,55499,14027,128160,18845,17904,24538,9886,4880,45579,0
368,120000,2,1,1,22,3,4,2,1,2,2,63162,91994,52432,9808,86095,53173,7609,10340,14127,1177,16931,20705,1
369,50000,2,2,3,48,0,-1,-2,0,-1,1,4721,12298,12717,26222,26839,25146,1186,3758,4268,9235,6478,4985,0
370,300000,1,1,1,41,-1,1,1,2,3,2,90016,109396,91368,137314,141735,76503,38774,13752,16065,16593,22765,24248,1
371,200000,2,3,2,26,-2,-1,-2,-1,-2,-2,26756,16535,46027,3035,7750,7300,7963,4966,11611,1017,3496,2291,0
372,50000,2,1,1,68,0,-2,-2,-2,-1,-2,26556,2041,15192,7468,11,3671,2630,459,5825,3016,3,1791,0
373,80000,1,1,1,70,0,-2,-1,-1,-1,0,4243,15307,10483,5715,33068,19932,1102,6127,3397,1690,9630,6155,0
374,50000,2,1,2,40,2,2,-1,1,-1,-1,31646,1294,0,16762,417,12396,6921,225,0,4830,90,5494,0
375,20000,2,1,2,55,1,0,-1,-2,0,-1,6765,7489,0,0,8448,2357,1526,1747,0,0,2814,761,0
376,20000,1,1,1,42,2,-1,0,-1,0,-2,0,472,4925,0,3459,4320,0,76,1549,0,1079,1678,0
377,300000,2,1,2,46,-2,0,-2,-2,-2,-2,32022,67579,2146,61109,5470,7410,12232,20657,629,18122,1540,1972,0
378,80000,1,3,2,52,0,-2,-1,1,1,-1,40656,15872,20420,30710,48230,6089,9433,8594,6117,13451,11240,3647,0
379,80000,1,3,2,42,-2,-1,0,1,0,0,22606,27425,22287,45395,19030,8095,9171,7384,9129,6787,6295,1922,0
380,200000,1,1,2,61,0,-2,-2,0,-1,-2,49880,11304,17651,34522,73875,959,15816,3912,6557,7146,17363,203,0
381,120000,2,3,2,30,-2,0,-2,-2,1,1,21632,82024,5619,1020,78492,34641,8321,33328,2454,314,10187,13979,0
382,300000,2,2,2,55,1,-1,0,-2,1,-1,134322,7173,115878,32455,70127,71471,31192,3619,20214,13327,16137,28415,1
383,200000,2,3,1,71,-1,-2,-2,-1,-2,-1,2655,6161,0,0,2591,3240,896,1560,0,0,836,105,0
384,80000,2,2,2,64,0,1,-2,-1,-1,-2,7118,26653,4674,0,17821,1106,2055,9112,1338,0,5194,549,0
385,80000,1,2,2,23,-2,-1,-2,-2,-1,-2,779,25934,14114,6742,7469,29229,253,2411,3574,2314,1885,7931,0
386,500000,2,2,2,26,0,-1,-1,0,0,-2,109467,106541,5238,78511,208923,4678,34847,6723,1625,26019,59744,1821,0
387,200000,1,1,2,53,0,0,-2,1,-1,0,53880,6228,11784,57788,39153,95611,17485,852,3675,13567,11201,26490,0
388,500000,2,2,1,68,0,-2,1,-1,-2,-1,86815,6426,79434,197149,13608,267633,28177,2058,18177,49836,5460,100891,0
389,20000,2,3,1,64,0,0,-2,0,1,1,4675,7748,963,0,5577,17077,1539,931,343,0,912,2173,0
390,300000,1,3,2,67,2,0,1,2,2,1,82727,164785,74077,158379,211609,131654,2483,63409,15731,38666,44288,53656,1
391,120000,2,2,2,28,0,-2,-2,-2,-2,-1,61084,2981,847,5141,2285,46218,21522,1053,326,1846,640,7932,0
392,20000,1,2,2,47,0,-2,0,-1,1,-1,0,1252,995,6509,13220,755,0,500,351,473,3191,256,0
393,120000,2,3,1,58,1,-2,-2,-2,2,-1,43245,0,15408,8123,60166,5098,14470,0,3128,3254,13034,1413,1
394,120000,2,1,2,52,1,1,-1,0,-1,0,43422,49180,30262,31248,0,24325,5912,9717,8418,8322,0,4925,1
395,20000,2,1,2,60,-1,0,-2,0,-1,-2,960,10445,0,8194,7723,0,423,2854,0,3079,2062,0,0
396,80000,2,2,3,31,1,-1,1,0,-2,0,17935,0,14467,41955,2456,27779,1260,0,2732,10716,890,5424,0
397,200000,1,1,1,44,2,3,-1,1,-2,0,37608,147073,47110,61463,23299,99493,8870,28085,20708,16143,10139,23294,0
398,50000,2,2,3,43,1,-1,0,2,1,0,20474,0,15165,44628,19685,6116,4417,0,6198,9904,5062,1165,0
399,80000,2,1,1,68,1,1,3,1,2,1,21924,24506,28620,45524,31799,32447,6184,3940,2684,8415,6473,5179,1
400,80000,2,2,2,31,-2,-1,0,-1,-1,-2,5376,23090,22140,9337,12004,3476,2623,5419,5458,3019,3351,1314,1
401,50000,2,2,1,37,0,2,-1,2,2,0,0,7585,27779,35719,25433,24390,0,1181,9553,7704,5687,3171,0
402,300000,1,3,2,22,1,0,1,0,4,0,200259,34610,90606,69724,58916,118610,64116,11394,33697,25989,0,32050,0
403,200000,2,2,1,28,-2,-1,-1,-1,-1,1,490,2240,1924,45743,24779,94739,231,763,678,12008,7578,26714,0
404,20000,1,2,1,71,1,1,-1,1,-1,-1,0,16517,1526,12937,0,6769,0,1435,516,2255,0,1830,1
405,500000,2,3,1,64,0,-1,0,-2,0,-2,137879,164815,56060,3406,214998,4253,42599,57820,16770,1511,57084,1508,0
406,300000,1,2,2,34,1,2,2,-1,1,0,81992,190716,196622,31710,102002,56174,29061,51026,48541,13386,15044,15166,1
407,50000,2,2,2,56,-1,1,0,1,2,-2,0,28835,29727,0,11037,6516,0,8424,8394,0,3635,2297,0
408,200000,2,1,2,51,-1,-2,-1,1,-1,-2,70615,33956,48632,52642,56350,85361,18930,13433,15415,11475,10775,32296,0
409,20000,2,2,2,67,0,2,-1,1,-1,-1,9140,5553,6205,12296,0,4977,2935,1430,1866,3758,0,1527,0
410,500000,2,2,1,36,2,1,1,-1,-2,0,263295,127284,178504,66866,12048,47232,57711,34922,43099,12866,4973,10117,0
411,120000,2,2,1,71,-1,1,2,1,0,2,18223,35327,95654,56323,4988,50782,6482,4882,18505,11381,1683,11138,0
412,120000,2,3,1,39,0,2,1,-2,0,1,47314,58849,65282,1544,21276,39572,11247,16914,23329,516,7081,7873,0
413,20000,1,3,2,57,-1,0,-1,0,0,-1,0,0,7568,10612,3928,3202,0,0,2812,2922,1268,931,0
414,300000,2,3,2,41,1,0,3,4,0,0,117734,5208,91431,161010,7693,7921,27530,1985,16084,24820,2929,2700,0
415,20000,2,2,1,55,0,-2,-1,-1,-2,-2,10596,0,8506,4187,7580,2518,2547,0,4003,1031,2757,1009,0
416,50000,1,3,2,38,3,0,0,2,-1,-1,35907,874,23155,14236,0,9354,10046,239,3087,4036,0,2458,0
417,20000,2,3,2,64,0,0,0,-1,-1,0,0,4552,11104,6066,5129,5110,0,1046,2787,1822,2301,1190,0
418,200000,1,1,2,53,0,-1,-2,-1,-1,-1,56393,42325,63787,5046,45302,951,12382,6986,22539,1306,11207,313,0
419,50000,2,2,1,35,3,0,2,1,1,0,19477,7265,16364,17928,3672,16833,1559,2596,3342,5363,532,4873,0
420,300000,2,1,2,70,-1,-2,-1,0,-1,0,47689,71287,63516,71085,78690,100765,14775,16495,22907,24870,20710,24738,0
421,120000,2,2,2,57,0,0,0,-1,-1,-1,15427,38178,6733,15276,4216,29797,4131,9594,2226,5187,1426,6679,0
422,20000,1,2,2,42,2,3,2,0,2,1,10907,16307,15492,1606,11564,5502,2920,2357,3697,642,2594,1501,1
423,20000,1,2,2,27,-2,-2,-2,0,-1,-2,0,2094,11063,9149,422,6992,0,943,2883,1690,111,1941,0
424,20000,2,1,1,70,-1,0,2,-1,0,-2,1574,5717,8826,4468,0,0,283,1904,2531,1585,0,0,1
425,120000,2,1,2,59,-1,0,-1,-2,-2,-2,2125,21564,2437,9344,2612,27976,354,4977,659,2683,888,10664,0
426,200000,1,1,2,55,-2,1,-2,-1,-1,1,17767,82277,6219,20948,50014,48942,6866,19411,2174,8896,15065,7952,0
427,50000,2,2,2,63,-2,0,0,-2,0,-2,1978,14080,4099,2428,32647,6488,856,3708,1294,940,9199,2071,0
